23,0,127.41,102.63,119.28,96.35,0.17 
39,0,127.52,116.59,122.49,107.26,0.17 
55,0,133.09,122.32,130.55,117.76,0.17 
69,0,134.00,129.00,134.00,117.94,0.17 
83,0,146.88,137.20,145.17,125.05,0.17 
97,0,162.01,154.42,161.84,146.25,0.17 
111,0,167.37,156.94,163.94,149.99,0.17 
125,0,167.37,161.56,165.38,153.65,0.17 
139,0,167.66,165.69,166.50,155.85,0.17 
151,0,174.09,168.23,171.24,158.94,0.17 
165,0,178.77,171.86,177.30,167.29,0.17 
178,0,182.96,175.69,181.22,169.16,0.17 
190,0,187.75,182.86,186.78,169.94,0.17 
201,0,189.90,184.79,187.45,178.19,0.17 
212,0,195.33,190.10,192.89,176.58,0.17 
222,0,198.71,190.10,187.77,174.77,0.17 
234,0,198.71,193.94,192.62,180.88,0.17 
245,0,199.33,193.94,199.33,182.20,0.17 
258,1,199.87,193.94,192.28,179.31,0.17 
271,1,199.87,193.94,197.56,184.28,0.17 
285,1,200.42,194.57,195.41,181.00,0.17 
298,1,205.37,195.46,198.76,183.82,0.17 
310,1,205.37,197.55,202.35,187.21,0.17 
321,1,207.62,198.97,199.55,186.87,0.17 
332,1,207.62,199.01,202.96,185.09,0.17 
344,1,208.42,199.01,203.90,188.33,0.17 
355,1,210.56,202.46,208.31,181.51,0.17 
371,1,215.64,208.87,212.09,192.30,0.17 
387,1,220.44,208.87,220.44,186.31,0.17 
404,1,230.83,214.89,214.43,194.68,0.17 
420,1,230.83,217.44,222.72,196.88,0.17 
436,1,230.83,217.44,220.06,200.79,0.17 
453,1,230.83,217.44,226.41,189.35,0.17 
469,1,230.83,217.76,221.24,195.60,0.17 
485,1,230.83,221.27,226.52,175.18,0.17 
501,1,232.25,221.27,223.73,193.65,0.17 
517,2,235.32,222.13,225.05,185.75,0.17 
534,2,237.83,230.31,229.05,189.20,0.17 
551,2,237.83,230.31,228.15,193.08,0.17 
567,2,237.83,230.31,224.34,198.04,0.17 
583,2,237.83,230.31,229.66,207.92,0.17 
599,2,237.83,230.31,234.23,181.64,0.17 
615,2,237.83,230.31,229.46,205.84,0.17 
632,2,237.83,230.31,226.45,187.18,0.17 
649,2,237.83,230.31,223.07,176.46,0.17 
666,2,237.83,230.31,229.16,204.38,0.16 
682,2,237.83,230.31,229.59,202.68,0.17 
698,2,237.83,230.31,229.36,202.23,0.17 
714,2,237.83,230.31,232.43,201.20,0.17 
731,2,238.70,230.31,229.57,185.70,0.16 
748,2,238.70,230.31,228.34,194.83,0.16 
764,3,238.70,230.31,222.15,193.60,0.16 
780,3,238.70,230.31,225.89,193.09,0.16 
797,3,238.70,230.31,225.15,191.33,0.16 
814,3,238.70,230.86,236.98,201.51,0.16 
831,3,238.70,232.45,229.58,191.79,0.16 
847,3,238.70,232.45,228.71,196.32,0.16 
863,3,238.70,232.45,229.39,191.96,0.16 
879,3,238.70,232.45,233.40,206.23,0.16 
895,3,238.70,232.45,229.36,197.61,0.17 
911,3,238.70,232.45,223.30,191.62,0.17 
927,3,238.70,232.45,237.85,191.91,0.17 
943,3,238.70,232.45,224.88,205.97,0.17 
959,3,238.70,232.45,229.08,201.86,0.17 
976,3,239.92,232.45,228.19,185.06,0.17 
993,3,239.92,232.45,231.02,188.50,0.17 
1010,3,243.46,232.45,243.46,179.34,0.17 
1027,4,243.90,232.76,239.52,187.29,0.17 
1044,4,244.80,236.09,237.98,202.61,0.17 
1061,4,244.80,236.09,223.47,204.17,0.17 
1078,4,244.80,236.09,231.38,203.06,0.17 
1094,4,244.80,236.09,228.56,180.67,0.17 
1111,4,244.80,236.09,225.61,182.23,0.17 
1128,4,244.80,236.09,232.64,193.70,0.16 
1144,4,244.80,236.09,229.95,195.14,0.16 
1161,4,244.80,236.09,219.25,191.39,0.16 
1178,4,244.80,236.09,238.84,203.37,0.16 
1195,4,244.80,236.09,227.83,201.02,0.16 
1211,4,244.89,236.09,234.84,197.13,0.16 
1228,4,244.89,236.09,228.43,202.91,0.16 
1244,4,244.89,236.09,237.36,201.83,0.16 
1260,4,244.89,236.09,226.87,205.48,0.16 
1277,4,244.89,236.09,226.48,198.26,0.16 
1292,5,383.04,322.11,366.93,251.84,0.16 
1303,5,424.11,356.91,376.88,287.41,0.16 
1312,5,424.11,356.91,367.82,301.10,0.16 
1321,5,424.11,356.91,378.35,294.58,0.17 
1330,5,424.11,379.80,401.31,317.16,0.17 
1339,5,445.59,413.65,436.32,318.94,0.17 
1348,5,445.59,413.65,439.62,345.18,0.17 
1357,5,445.59,413.65,441.63,348.92,0.17 
1366,5,456.97,425.25,452.02,385.74,0.17 
1375,5,470.47,456.95,453.27,374.41,0.17 
1384,5,473.05,467.70,473.05,401.22,0.17 
1393,5,476.47,487.49,472.77,424.87,0.17 
1402,5,497.08,487.49,488.15,383.94,0.17 
1411,5,498.21,487.49,482.08,399.28,0.17 
1420,6,498.21,487.49,477.03,381.72,0.17 
1429,6,498.21,487.49,480.53,399.89,0.17 
1437,6,500.05,487.49,485.47,383.73,0.17 
1445,6,500.05,487.49,480.13,428.93,0.17 
1453,6,500.05,498.04,491.08,418.43,0.17 
1461,6,505.73,498.04,501.96,446.67,0.17 
1469,6,506.43,498.04,498.67,449.81,0.17 
1477,6,506.43,498.79,502.18,407.08,0.17 
1485,6,509.41,498.79,492.60,420.51,0.17 
1493,6,509.41,498.79,495.17,435.89,0.17 
1500,6,509.41,498.79,494.65,451.08,0.17 
1508,6,509.41,498.79,499.08,436.27,0.17 
1516,6,509.41,498.79,498.82,422.29,0.17 
1524,6,509.41,498.79,508.85,458.17,0.17 
1532,6,512.26,498.79,502.71,455.70,0.17 
1540,6,512.26,498.79,492.97,424.08,0.17 
