20,0,199.74,190.97,155.09,118.66,0.17 
28,0,820.60,813.49,820.60,169.83,0.17 
32,0,841.29,819.52,821.50,360.76,0.17 
34,0,893.23,890.64,893.23,602.82,0.17 
36,0,899.29,890.64,899.29,758.08,0.17 
38,0,910.60,909.23,910.60,812.88,0.17 
40,0,913.21,909.23,913.21,826.45,0.17 
42,0,913.21,909.23,910.02,852.52,0.17 
44,0,913.21,909.23,911.22,828.00,0.17 
46,0,913.21,909.23,909.84,856.43,0.17 
48,0,913.21,909.23,909.62,880.52,0.17 
50,0,913.21,909.23,911.78,793.95,0.17 
52,0,913.21,909.23,909.57,813.90,0.17 
54,1,913.21,909.23,910.74,861.48,0.17 
56,1,913.21,909.23,911.34,880.94,0.17 
58,1,913.21,909.23,911.85,905.22,0.17 
60,1,913.21,909.23,912.81,903.66,0.17 
62,1,913.21,909.23,912.64,903.71,0.17 
64,1,913.21,909.23,912.32,905.07,0.17 
66,1,913.21,909.23,912.23,905.72,0.17 
68,1,913.36,909.23,913.36,906.03,0.17 
70,1,915.10,910.10,915.10,908.69,0.17 
72,1,915.10,910.19,912.31,904.29,0.17 
74,1,915.42,910.93,914.27,906.66,0.17 
76,1,915.42,911.46,914.00,879.28,0.17 
78,2,916.05,912.61,916.05,909.50,0.17 
80,2,916.72,912.61,916.72,909.21,0.17 
82,2,917.62,914.02,917.62,891.65,0.17 
84,2,928.66,924.76,928.66,846.89,0.17 
86,2,932.11,931.16,932.11,763.69,0.17 
88,2,1005.26,1004.00,990.89,670.83,0.17 
90,2,1005.74,1004.00,1000.16,652.41,0.17 
92,2,1005.74,1005.70,1004.02,860.47,0.17 
94,2,1007.80,1006.64,1007.80,831.51,0.17 
96,2,1009.08,1006.64,1009.08,761.59,0.17 
98,2,1009.08,1006.64,1008.47,938.87,0.17 
100,2,1010.22,1007.70,1008.71,962.58,0.17 
102,2,1010.99,1007.70,1009.89,953.48,0.17 
104,3,1010.99,1008.52,1010.37,837.35,0.17 
106,3,1010.99,1008.64,1010.79,808.97,0.17 
108,3,1010.99,1008.64,1010.53,846.65,0.17 
110,3,1010.99,1008.64,1010.46,894.26,0.17 
112,3,1010.99,1008.64,1009.17,927.38,0.17 
114,3,1011.51,1008.92,1009.91,852.28,0.17 
116,3,1011.62,1008.92,1011.62,971.90,0.17 
118,3,1011.62,1008.92,1008.52,915.50,0.17 
120,3,1012.79,1008.93,1009.93,943.01,0.17 
122,3,1012.98,1008.93,1012.98,953.79,0.17 
124,3,1012.98,1009.00,1012.45,882.46,0.17 
126,3,1012.98,1009.17,1011.40,927.05,0.17 
128,4,1012.98,1009.17,1011.18,887.26,0.17 
130,4,1012.98,1009.17,1010.97,879.48,0.17 
132,4,1012.98,1009.17,1011.62,931.28,0.17 
134,4,1012.98,1009.17,1012.35,932.90,0.17 
136,4,1012.98,1009.24,1012.67,982.47,0.17 
138,4,1012.98,1009.36,1012.58,982.82,0.17 
140,4,1012.98,1009.75,1011.82,979.19,0.17 
142,4,1012.98,1009.75,1010.36,982.12,0.17 
144,4,1013.52,1009.75,1013.52,906.06,0.17 
146,4,1013.52,1010.43,1010.80,998.16,0.17 
148,4,1013.99,1010.43,1011.38,948.45,0.17 
150,4,1013.99,1010.43,1012.64,929.06,0.17 
152,5,1013.99,1010.43,1012.00,975.04,0.17 
154,5,1013.99,1010.43,1013.25,978.71,0.17 
156,5,1013.99,1010.43,1013.52,979.10,0.17 
158,5,1014.02,1010.83,1014.02,965.97,0.17 
160,5,1014.89,1011.22,1014.89,849.54,0.17 
162,5,1014.89,1011.40,1014.17,872.76,0.17 
164,5,1015.83,1013.72,1015.83,895.04,0.16 
166,5,1015.83,1013.72,1015.32,901.90,0.16 
168,5,1017.23,1013.72,1015.78,899.21,0.16 
170,5,1017.25,1014.36,1016.81,820.42,0.16 
172,5,1017.25,1014.36,1016.16,940.50,0.16 
174,5,1017.25,1014.36,1014.15,788.63,0.16 
176,5,1017.25,1014.67,1016.62,990.39,0.16 
178,6,1017.25,1014.67,1016.24,916.67,0.16 
180,6,1017.25,1014.69,1015.89,875.56,0.16 
182,6,1017.25,1014.69,1016.57,892.59,0.16 
184,6,1018.24,1015.91,1016.45,833.78,0.16 
186,6,1018.24,1015.91,1017.54,925.65,0.16 
188,6,1018.24,1015.91,1017.14,874.59,0.16 
190,6,1018.24,1015.91,1016.42,931.13,0.16 
192,6,1019.42,1017.47,1019.42,969.26,0.16 
194,6,1019.76,1017.47,1019.76,931.71,0.16 
196,6,1019.76,1017.47,1018.15,964.37,0.16 
198,6,1021.36,1017.95,1021.36,917.97,0.16 
200,6,1021.36,1018.86,1020.03,1012.24,0.16 
202,6,1021.70,1020.66,1021.70,921.67,0.16 
204,7,1021.70,1020.66,1021.69,920.53,0.16 
206,7,1021.70,1020.66,1020.38,957.89,0.16 
208,7,1021.70,1020.66,1019.61,918.05,0.16 
210,7,1022.84,1020.66,1021.89,944.53,0.16 
212,7,1023.25,1020.66,1022.09,994.81,0.16 
214,7,1024.73,1021.21,1021.84,733.59,0.16 
216,7,1024.73,1021.30,1023.47,780.90,0.16 
218,7,1024.73,1021.30,1021.88,950.58,0.16 
220,7,1024.73,1021.30,1022.31,840.50,0.16 
222,7,1024.73,1021.30,1021.55,970.50,0.16 
224,7,1024.73,1021.30,1021.24,935.68,0.16 
226,7,1024.73,1021.30,1019.78,880.92,0.16 
228,7,1024.73,1021.30,1022.10,927.40,0.16 
230,8,1024.73,1021.65,1023.40,883.05,0.16 
232,8,1024.73,1022.49,1024.23,969.33,0.16 
234,8,1024.73,1022.49,1023.84,957.92,0.16 
236,8,1025.04,1022.49,1023.95,774.33,0.16 
