20,0,-4.50,-6.00,-6.87,-17.38,0.13,1000
38,0,-4.32,-6.00,-5.16,-64.04,0.13,1000
55,0,-2.83,-6.00,-5.94,-18.17,0.13,1000
71,0,-2.83,-5.21,-4.21,-26.63,0.14,1000
89,0,2.71,-3.00,2.71,-4.67,0.14,1000
108,0,6.39,1.30,3.20,-3.93,0.14,1000
122,0,8.17,5.11,6.98,-31.98,0.14,1000
137,0,13.36,7.36,10.15,-14.33,0.14,1000
150,0,13.36,9.78,12.43,7.65,0.14,1000
166,0,14.22,13.17,13.68,11.11,0.14,1000
183,0,16.85,14.70,16.85,11.68,0.15,1000
200,0,17.97,15.98,16.51,12.69,0.15,1000
215,0,25.12,16.15,19.81,15.11,0.15,1000
230,0,31.53,22.02,23.44,15.78,0.15,1000
243,0,36.67,30.29,34.67,-2.91,0.15,1000
253,0,38.58,33.78,38.04,-11.27,0.15,1000
263,0,43.50,36.60,38.80,22.15,0.15,1000
270,0,43.50,36.60,38.17,0.83,0.15,1000
277,0,43.56,37.25,38.72,2.49,0.15,1000
287,0,55.48,40.31,55.48,10.37,0.15,1000
296,0,55.48,41.51,41.21,14.44,0.15,1000
304,0,55.48,43.36,41.95,14.34,0.15,1000
312,0,55.48,43.36,43.46,-17.27,0.15,1000
320,0,55.48,43.81,47.40,21.24,0.15,1000
329,0,55.48,43.81,47.01,5.44,0.15,1000
339,0,55.48,43.81,46.62,-12.10,0.15,1000
349,0,55.48,44.51,46.48,15.62,0.16,1000
360,0,55.48,44.51,43.38,35.78,0.16,1000
371,0,55.48,44.51,42.34,34.56,0.16,1000
382,1,55.48,44.51,46.90,34.60,0.16,1000
391,1,55.48,46.11,45.68,31.22,0.16,1000
401,1,55.48,46.11,53.59,36.44,0.16,1000
412,1,60.84,46.11,44.68,23.90,0.16,1000
420,1,66.88,46.13,51.36,35.48,0.16,1000
428,1,66.88,46.13,46.78,26.87,0.16,1000
439,1,66.88,46.13,43.35,31.05,0.16,1000
450,1,68.95,46.13,47.40,20.76,0.16,1000
462,1,68.95,46.13,43.95,28.80,0.16,1000
472,1,68.95,46.13,43.59,34.15,0.16,1000
484,1,68.95,46.13,53.83,33.69,0.16,1000
494,1,68.95,46.13,46.25,26.39,0.16,1000
504,1,68.95,46.13,47.16,11.86,0.16,1000
514,1,68.95,46.13,48.12,21.48,0.16,1000
524,1,68.95,46.13,46.27,34.72,0.16,1000
