265,1,105.90,85.34,94.56,64.74,0.16,1000
456,2,297.27,151.35,119.50,84.08,0.17,1000
664,3,360.59,155.88,148.01,91.84,0.17,1000
856,4,360.59,195.83,322.28,101.87,0.17,1000
1010,6,461.07,239.02,265.34,100.37,0.18,1000
1122,7,510.88,261.04,232.52,122.78,0.18,1000
1224,8,797.91,438.25,295.46,165.45,0.17,1000
1328,9,916.35,438.25,414.05,148.22,0.18,1000
1431,11,916.35,438.25,601.34,177.03,0.17,1000
1523,12,916.35,438.25,372.65,134.60,0.18,1000
1620,13,916.35,438.25,288.20,144.46,0.18,1000
1737,15,1222.37,470.57,1026.94,240.62,0.18,1000
1827,16,1268.43,545.92,448.94,197.27,0.18,1000
1938,17,1268.43,560.96,375.74,152.17,0.18,1000
1998,18,1268.43,560.96,396.19,180.08,0.18,1000
2049,19,1268.43,560.96,375.72,182.31,0.18,1000
2099,21,1268.43,560.96,379.33,220.80,0.17,1000
2147,22,1268.43,560.96,367.22,197.11,0.17,1000
2193,23,1268.43,560.96,452.53,273.84,0.17,1000
2237,24,1268.43,560.96,458.42,317.42,0.17,1000
2284,26,1268.43,560.96,484.03,228.76,0.16,1000
2329,27,1268.43,560.96,519.20,261.80,0.16,1000
2373,28,1268.43,560.96,515.42,367.07,0.16,1000
2415,29,1268.43,581.52,601.14,365.02,0.16,1000
2451,31,1268.43,646.14,638.23,464.45,0.16,1000
2487,32,1268.43,686.02,684.40,432.33,0.16,1000
2519,33,1268.43,691.85,705.88,556.53,0.16,1000
2553,34,1268.43,720.37,680.32,529.70,0.16,1000
2586,35,1268.43,720.37,706.58,464.58,0.16,1000
2619,36,1268.43,720.37,721.69,483.64,0.16,1000
2652,37,1268.43,735.55,719.61,447.52,0.16,1000
2685,38,1268.43,735.55,729.05,466.18,0.16,1000
2718,39,1268.43,755.71,759.27,553.97,0.16,1000
2750,40,1268.43,757.01,741.58,478.44,0.17,1000
2782,41,1268.43,758.27,746.19,498.28,0.17,1000
2816,42,1268.43,758.27,701.40,471.42,0.17,1000
2851,44,1268.43,758.27,718.42,424.69,0.17,1000
2885,45,1268.43,758.27,720.56,591.40,0.17,1000
2920,46,1268.43,791.16,774.38,601.14,0.17,1000
2958,47,1268.43,800.94,774.37,503.74,0.17,1000
2991,48,1268.43,800.94,782.38,605.91,0.17,1000
3026,49,1268.43,824.36,788.33,565.02,0.17,1000
3039,50,1268.43,824.36,789.31,525.12,0.17,1000
