43,0,52.96,47.68,48.92,44.57,0.18,100
80,0,53.89,49.04,52.80,46.39,0.18,100
114,0,55.44,50.32,52.48,46.77,0.18,100
145,0,56.20,51.95,53.81,47.91,0.17,100
177,0,56.39,51.95,53.47,49.10,0.17,100
209,0,56.39,52.19,55.30,48.67,0.17,100
241,0,57.13,52.21,55.34,48.13,0.16,100
275,0,74.51,72.30,74.51,59.15,0.16,100
304,0,107.13,91.92,95.80,84.87,0.17,100
327,0,142.08,125.63,142.08,110.20,0.17,100
346,0,144.53,128.13,144.50,122.99,0.17,100
367,0,152.73,137.01,146.86,117.47,0.17,100
388,0,152.73,137.01,144.12,109.11,0.17,100
409,1,152.73,137.01,146.71,118.08,0.17,100
429,1,152.73,137.01,147.04,126.79,0.17,100
447,1,152.73,139.75,145.51,134.86,0.17,100
466,1,168.78,147.18,151.72,131.65,0.17,100
485,1,168.78,147.18,152.64,126.78,0.17,100
502,1,168.78,148.54,159.39,139.18,0.17,100
519,1,171.72,150.96,160.12,134.30,0.17,100
536,1,171.72,152.09,160.35,133.16,0.17,100
552,1,171.72,152.09,156.56,138.99,0.17,100
569,1,171.72,153.81,159.72,133.16,0.17,100
585,1,171.72,156.15,161.45,141.26,0.17,100
602,1,171.72,156.85,163.78,142.30,0.17,100
620,1,171.72,156.85,164.36,146.00,0.17,100
636,1,171.72,157.85,164.67,134.94,0.17,100
654,2,171.72,157.85,168.22,147.96,0.17,100
671,2,171.72,157.85,158.78,141.50,0.17,100
688,2,171.72,157.85,162.11,144.18,0.17,100
704,2,171.72,158.31,160.81,140.24,0.17,100
718,2,171.72,158.31,171.12,149.88,0.17,100
732,2,174.21,159.36,165.19,143.87,0.17,100
745,2,174.21,159.36,169.37,144.55,0.17,100
758,2,174.21,159.36,165.70,146.42,0.17,100
771,2,174.21,160.29,166.20,147.81,0.17,100
783,2,174.21,161.53,168.77,146.96,0.17,100
794,2,174.21,161.57,164.59,142.40,0.18,100
804,2,175.29,161.57,165.02,135.61,0.18,100
813,2,175.29,161.58,169.44,143.46,0.18,100
822,2,175.29,161.58,167.79,141.85,0.18,100
830,2,175.29,161.58,164.48,142.71,0.18,100
839,2,175.29,161.58,167.20,146.21,0.18,100
847,2,175.65,161.58,175.65,140.73,0.18,100
856,2,175.65,161.58,167.16,151.21,0.18,100
865,2,175.65,161.58,163.22,150.75,0.18,100
874,2,175.65,161.58,166.22,150.88,0.18,100
