9,0,270.17,243.73,250.23,206.06,0.12,300
16,0,270.17,243.73,238.47,214.97,0.13,300
23,0,270.17,259.53,256.21,214.90,0.13,300
30,0,282.53,259.53,266.12,226.69,0.13,300
37,0,290.86,270.81,283.33,238.27,0.13,300
44,0,290.86,290.44,288.98,234.58,0.13,300
51,0,292.31,291.74,286.55,245.49,0.13,300
58,0,293.83,291.74,293.83,254.30,0.13,300
65,0,303.64,292.48,293.65,269.01,0.13,300
72,0,303.64,293.88,295.57,278.05,0.13,300
79,0,303.64,296.38,298.24,274.24,0.13,300
86,1,303.64,296.38,297.67,283.92,0.13,300
93,1,303.64,297.16,299.77,293.05,0.14,300
100,1,303.64,301.01,301.60,279.33,0.14,300
107,1,307.40,301.54,301.60,271.28,0.14,300
114,1,307.40,301.69,301.24,277.25,0.14,300
121,1,307.40,303.54,300.61,289.12,0.14,300
128,1,307.40,304.77,305.36,288.77,0.14,300
135,1,307.40,304.77,306.70,288.90,0.14,300
142,1,307.40,306.20,305.48,292.98,0.14,300
149,1,308.30,306.88,306.18,289.07,0.14,300
156,1,310.67,309.47,308.48,296.18,0.14,300
163,2,311.41,311.28,309.16,286.40,0.14,300
170,2,311.41,311.28,308.74,291.83,0.14,300
177,2,311.41,311.28,309.94,288.99,0.14,300
184,2,311.41,311.28,309.27,289.38,0.14,300
191,2,311.41,311.28,307.94,276.32,0.14,300
198,2,311.41,311.28,307.44,290.65,0.14,300
205,2,311.41,311.28,306.63,293.27,0.14,300
212,2,311.41,311.28,307.68,297.06,0.14,300
219,2,312.19,311.28,310.67,288.65,0.14,300
226,2,313.09,311.28,313.09,295.11,0.14,300
233,2,313.09,311.28,306.68,285.74,0.14,300
240,3,313.09,311.28,305.39,291.40,0.14,300
247,3,313.09,311.28,308.12,296.08,0.15,300
254,3,313.09,311.28,308.12,290.20,0.15,300
261,3,313.09,311.28,309.96,302.31,0.15,300
268,3,313.09,311.28,309.81,298.95,0.15,300
276,3,314.46,311.28,310.72,287.84,0.15,300
283,3,314.64,311.28,308.29,293.01,0.15,300
290,3,314.64,311.28,308.32,294.18,0.15,300
297,3,317.48,311.28,317.48,298.17,0.15,300
304,3,323.34,311.28,318.42,286.68,0.15,300
311,3,323.34,316.98,316.05,284.76,0.15,300
318,4,329.07,316.98,323.85,289.41,0.15,300
325,4,329.07,316.98,320.44,290.89,0.15,300
332,4,329.07,316.98,316.58,295.59,0.15,300
339,4,329.07,317.51,314.29,291.92,0.15,300
346,4,329.07,317.51,315.72,297.54,0.15,300
353,4,329.07,317.51,313.78,299.81,0.15,300
360,4,329.07,317.51,314.62,297.83,0.15,300
367,4,329.07,317.51,312.97,297.39,0.15,300
374,4,329.07,317.51,313.96,304.46,0.15,300
381,4,329.07,317.51,315.88,300.40,0.15,300
388,4,329.07,317.51,320.65,295.78,0.15,300
395,5,329.07,318.98,317.59,296.60,0.15,300
402,5,329.07,318.98,317.77,300.76,0.15,300
409,5,329.07,318.98,317.66,301.20,0.15,300
416,5,329.07,319.46,321.06,298.45,0.15,300
423,5,329.07,320.12,322.90,302.59,0.15,300
430,5,329.07,320.12,319.12,304.62,0.15,300
437,5,329.07,320.12,322.48,307.55,0.15,300
444,5,329.07,321.34,321.69,310.34,0.15,300
451,5,329.07,321.34,325.57,307.73,0.15,300
458,5,329.07,322.08,321.59,311.17,0.15,300
465,5,329.07,322.08,323.99,306.10,0.15,300
472,6,329.29,322.08,324.26,309.07,0.15,300
479,6,329.29,324.60,325.93,310.78,0.15,300
486,6,329.29,324.60,322.15,302.98,0.15,300
493,6,329.29,324.60,323.05,312.33,0.15,300
500,6,329.29,324.60,322.05,312.10,0.15,300
507,6,329.29,324.60,324.46,314.40,0.15,300
